Country_Name,Country_Code,Year,Population
Slovak Republic,SVK,2011,5398384
Slovak Republic,SVK,2012,5407579
Slovak Republic,SVK,2013,5413393
Slovak Republic,SVK,2014,5418649
Slovak Republic,SVK,2015,5423801
Slovak Republic,SVK,2016,5430798
Slovak Republic,SVK,2017,5439232
Slovak Republic,SVK,2018,5446771
Slovak Republic,SVK,2019,5454147
Slovak Republic,SVK,2020,5458827
Slovak Republic,SVK,2021,5447247
Slovenia,SVN,2000,1988925
Slovenia,SVN,2001,1992060
Slovenia,SVN,2002,1994530
Slovenia,SVN,2003,1995733
Slovenia,SVN,2004,1997012
Slovenia,SVN,2005,2000474
Slovenia,SVN,2006,2006868
Slovenia,SVN,2007,2018122
Slovenia,SVN,2008,2021316
Slovenia,SVN,2009,2039669
Slovenia,SVN,2010,2048583
Slovenia,SVN,2011,2052843
Slovenia,SVN,2012,2057159
Slovenia,SVN,2013,2059953
Slovenia,SVN,2014,2061980
Slovenia,SVN,2015,2063531
Slovenia,SVN,2016,2065042
Slovenia,SVN,2017,2066388
Slovenia,SVN,2018,2073894
Slovenia,SVN,2019,2088385
Slovenia,SVN,2020,2102419
Slovenia,SVN,2021,2108079
Sweden,SWE,2000,8872109
Sweden,SWE,2001,8895960
Sweden,SWE,2002,8924958
Sweden,SWE,2003,8958229
Sweden,SWE,2004,8993531
Sweden,SWE,2005,9029572
Sweden,SWE,2006,9080505
Sweden,SWE,2007,9148092
Sweden,SWE,2008,9219637
Sweden,SWE,2009,9298515
Sweden,SWE,2010,9378126
Sweden,SWE,2011,9449213
Sweden,SWE,2012,9519374
Sweden,SWE,2013,9600379
Sweden,SWE,2014,9696110
Sweden,SWE,2015,9799186
Sweden,SWE,2016,9923085
Sweden,SWE,2017,10057698
Sweden,SWE,2018,10175214
Sweden,SWE,2019,10278887
Sweden,SWE,2020,10353442
Sweden,SWE,2021,10415811
Turkiye,TUR,2000,64113547
Turkiye,TUR,2001,65072018
Turkiye,TUR,2002,65988663
Turkiye,TUR,2003,66867327
Turkiye,TUR,2004,67785075
Turkiye,TUR,2005,68704715
Turkiye,TUR,2006,69601333
Turkiye,TUR,2007,70468869
Turkiye,TUR,2008,71320726
Turkiye,TUR,2009,72225639
Turkiye,TUR,2010,73195345
Turkiye,TUR,2011,74173854
Turkiye,TUR,2012,75277439
Turkiye,TUR,2013,76576117
Turkiye,TUR,2014,78112073
Turkiye,TUR,2015,79646178
Turkiye,TUR,2016,81019394
Turkiye,TUR,2017,82089826
Turkiye,TUR,2018,82809304
Turkiye,TUR,2019,83481684
Turkiye,TUR,2020,84135428
Turkiye,TUR,2021,84775404
Ukraine,UKR,2000,49176500
Ukraine,UKR,2001,48662400
Ukraine,UKR,2002,48202470
Ukraine,UKR,2003,47812949
Ukraine,UKR,2004,47451626
Ukraine,UKR,2005,47105171
Ukraine,UKR,2006,46787786
Ukraine,UKR,2007,46509355
Ukraine,UKR,2008,46258189
Ukraine,UKR,2009,46053331
Ukraine,UKR,2010,45870741
Ukraine,UKR,2011,45706086
Ukraine,UKR,2012,45593342
Ukraine,UKR,2013,45489648
Ukraine,UKR,2014,45272155
Ukraine,UKR,2015,45154036
Ukraine,UKR,2016,45004673
Ukraine,UKR,2017,44831135
Ukraine,UKR,2018,44622518
Ukraine,UKR,2019,44386203
Ukraine,UKR,2020,44132049
Ukraine,UKR,2021,43792855
United States,USA,2000,282162411
United States,USA,2001,284968955
United States,USA,2002,287625193
United States,USA,2003,290107933
United States,USA,2004,292805298
United States,USA,2005,295516599
United States,USA,2006,298379912
United States,USA,2007,301231207
United States,USA,2008,304093966
United States,USA,2009,306771529
United States,USA,2010,309327143
United States,USA,2011,311583481
United States,USA,2012,313877662
United States,USA,2013,316059947
United States,USA,2014,318386329
United States,USA,2015,320738994
United States,USA,2016,323071755
United States,USA,2017,325122128
United States,USA,2018,326838199
United States,USA,2019,328329953
United States,USA,2020,331501080
United States,USA,2021,331893745
World,WLD,2000,6144322697
World,WLD,2001,6226339538
World,WLD,2002,6308092739
World,WLD,2003,6389383352
World,WLD,2004,6470821068
World,WLD,2005,6552571570
World,WLD,2006,6634935638
World,WLD,2007,6717641730
World,WLD,2008,6801408360
World,WLD,2009,6885490816
World,WLD,2010,6969631901
World,WLD,2011,7053533350
World,WLD,2012,7140895722
World,WLD,2013,7229184551
World,WLD,2014,7317508753
World,WLD,2015,7404910892
World,WLD,2016,7491934113
World,WLD,2017,7578157615
World,WLD,2018,7661776338
World,WLD,2019,7742681934
World,WLD,2020,7820981524
World,WLD,2021,7888408686
