Country_Name,Country_Code,Year,Population
Estonia,EST,1997,1399535
Estonia,EST,1998,1386156
Estonia,EST,1999,1390244
Estonia,EST,2000,1396985
Estonia,EST,2001,1388115
Estonia,EST,2002,1379350
Estonia,EST,2003,1370720
Estonia,EST,2004,1362550
Estonia,EST,2005,1354775
Estonia,EST,2006,1346810
Estonia,EST,2007,1340680
Estonia,EST,2008,1337090
Estonia,EST,2009,1334515
Estonia,EST,2010,1331475
Estonia,EST,2011,1327439
Estonia,EST,2012,1322696
Estonia,EST,2013,1317997
Estonia,EST,2014,1314545
Estonia,EST,2015,1315407
Estonia,EST,2016,1315790
Estonia,EST,2017,1317384
Estonia,EST,2018,1321977
Estonia,EST,2019,1326898
Estonia,EST,2020,1329522
Estonia,EST,2021,1330932
Finland,FIN,1961,4461005
Finland,FIN,1962,4491443
Finland,FIN,1963,4523309
Finland,FIN,1964,4548543
Finland,FIN,1965,4563732
Finland,FIN,1966,4580869
Finland,FIN,1967,4605744
Finland,FIN,1968,4626469
Finland,FIN,1969,4623785
Finland,FIN,1970,4606307
Finland,FIN,1971,4612124
Finland,FIN,1972,4639657
Finland,FIN,1973,4666081
Finland,FIN,1974,4690574
Finland,FIN,1975,4711440
Finland,FIN,1976,4725664
Finland,FIN,1977,4738902
Finland,FIN,1978,4752528
Finland,FIN,1979,4764690
Finland,FIN,1980,4779535
Finland,FIN,1981,4799964
Finland,FIN,1982,4826933
Finland,FIN,1983,4855787
Finland,FIN,1984,4881803
Finland,FIN,1985,4902206
Finland,FIN,1986,4918154
Finland,FIN,1987,4932123
Finland,FIN,1988,4946481
Finland,FIN,1989,4964371
Finland,FIN,1990,4986431
Finland,FIN,1991,5013740
Finland,FIN,1992,5041992
Finland,FIN,1993,5066447
Finland,FIN,1994,5088333
Finland,FIN,1995,5107790
Finland,FIN,1996,5124573
Finland,FIN,1997,5139835
Finland,FIN,1998,5153498
Finland,FIN,1999,5165474
Finland,FIN,2000,5176209
Finland,FIN,2001,5188008
Finland,FIN,2002,5200598
Finland,FIN,2003,5213014
Finland,FIN,2004,5228172
Finland,FIN,2005,5246096
Finland,FIN,2006,5266268
Finland,FIN,2007,5288720
Finland,FIN,2008,5313399
Finland,FIN,2009,5338871
Finland,FIN,2010,5363352
Finland,FIN,2011,5388272
Finland,FIN,2012,5413971
Finland,FIN,2013,5438972
Finland,FIN,2014,5461512
Finland,FIN,2015,5479531
Finland,FIN,2016,5495303
Finland,FIN,2017,5508214
Finland,FIN,2018,5515525
Finland,FIN,2019,5521606
Finland,FIN,2020,5529543
Finland,FIN,2021,5541017
France,FRA,1961,47161641
France,FRA,1962,47679792
France,FRA,1963,48189939
France,FRA,1964,48733997
France,FRA,1965,49282756
France,FRA,1966,49817041
France,FRA,1967,50334012
France,FRA,1968,50817020
France,FRA,1969,51272683
France,FRA,1970,51724116
France,FRA,1971,52185222
France,FRA,1972,52637888
France,FRA,1973,53053660
France,FRA,1974,53415250
France,FRA,1975,53715733
France,FRA,1976,53966558
France,FRA,1977,54221988
France,FRA,1978,54486195
France,FRA,1979,54753575
France,FRA,1980,55052582
France,FRA,1981,55371044
France,FRA,1982,55694106
France,FRA,1983,55992656
France,FRA,1984,56275701
France,FRA,1985,56569195
France,FRA,1986,56865193
France,FRA,1987,57168409
France,FRA,1988,57472651
France,FRA,1989,57766282
France,FRA,1990,58044701
France,FRA,1991,58557577
France,FRA,1992,58849943
France,FRA,1993,59106166
France,FRA,1994,59327585
France,FRA,1995,59543659
France,FRA,1996,59756533
France,FRA,1997,59969944
France,FRA,1998,60192790
France,FRA,1999,60504420
France,FRA,2000,60921384
France,FRA,2001,61367388
France,FRA,2002,61816234
France,FRA,2003,62256970
France,FRA,2004,62716306
France,FRA,2005,63188395
France,FRA,2006,63628261
France,FRA,2007,64021737
France,FRA,2008,64379696
France,FRA,2009,64710879
France,FRA,2010,65030575
France,FRA,2011,65345233
France,FRA,2012,65662240
France,FRA,2013,66002289
France,FRA,2014,66312067
France,FRA,2015,66548272
France,FRA,2016,66724104
France,FRA,2017,66918020
France,FRA,2018,67158348
France,FRA,2019,67388001
France,FRA,2020,67571107
France,FRA,2021,67749632
United Kingdom,GBR,1961,52800000
United Kingdom,GBR,1962,53250000
United Kingdom,GBR,1963,53650000
United Kingdom,GBR,1964,54000000
United Kingdom,GBR,1965,54348050
United Kingdom,GBR,1966,54648500
United Kingdom,GBR,1967,54943600
United Kingdom,GBR,1968,55211700
United Kingdom,GBR,1969,55441750
United Kingdom,GBR,1970,55663250
United Kingdom,GBR,1971,55896223
United Kingdom,GBR,1972,56086065
United Kingdom,GBR,1973,56194527
United Kingdom,GBR,1974,56229974
United Kingdom,GBR,1975,56225800
United Kingdom,GBR,1976,56211968
United Kingdom,GBR,1977,56193492
United Kingdom,GBR,1978,56196504
United Kingdom,GBR,1979,56246951
United Kingdom,GBR,1980,56314216
United Kingdom,GBR,1981,56333829
United Kingdom,GBR,1982,56313641
United Kingdom,GBR,1983,56332848
United Kingdom,GBR,1984,56422072
United Kingdom,GBR,1985,56550268
United Kingdom,GBR,1986,56681396
United Kingdom,GBR,1987,56802050
United Kingdom,GBR,1988,56928327
United Kingdom,GBR,1989,57076711
United Kingdom,GBR,1990,57247586
United Kingdom,GBR,1991,57424897
United Kingdom,GBR,1992,57580402
United Kingdom,GBR,1993,57718614
United Kingdom,GBR,1994,57865745
United Kingdom,GBR,1995,58019030
United Kingdom,GBR,1996,58166950
United Kingdom,GBR,1997,58316954
United Kingdom,GBR,1998,58487141
United Kingdom,GBR,1999,58682466
United Kingdom,GBR,2000,58892514
United Kingdom,GBR,2001,59119673
United Kingdom,GBR,2002,59370479
United Kingdom,GBR,2003,59647577
United Kingdom,GBR,2004,59987905
United Kingdom,GBR,2005,60401206
United Kingdom,GBR,2006,60846820
United Kingdom,GBR,2007,61322463
United Kingdom,GBR,2008,61806995
United Kingdom,GBR,2009,62276270
United Kingdom,GBR,2010,62766365
United Kingdom,GBR,2011,63258810
United Kingdom,GBR,2012,63700215
United Kingdom,GBR,2013,64128273
United Kingdom,GBR,2014,64602298
United Kingdom,GBR,2015,65116219
United Kingdom,GBR,2016,65611593
United Kingdom,GBR,2017,66058859
United Kingdom,GBR,2018,66460344
United Kingdom,GBR,2019,66836327
United Kingdom,GBR,2020,67081000
United Kingdom,GBR,2021,67326569
Greece,GRC,1961,8398050
Greece,GRC,1962,8448233
Greece,GRC,1963,8479625
Greece,GRC,1964,8510429
Greece,GRC,1965,8550333
Greece,GRC,1966,8613651
Greece,GRC,1967,8684088
Greece,GRC,1968,8740765
Greece,GRC,1969,8772764
Greece,GRC,1970,8792806
Greece,GRC,1971,8831036
Greece,GRC,1972,8888628
Greece,GRC,1973,8929086
Greece,GRC,1974,8962022
Greece,GRC,1975,9046541
Greece,GRC,1976,9188150
Greece,GRC,1977,9308479
Greece,GRC,1978,9429959
Greece,GRC,1979,9548258
Greece,GRC,1980,9642505
Greece,GRC,1981,9729350
Greece,GRC,1982,9789513
Greece,GRC,1983,9846627
Greece,GRC,1984,9895801
Greece,GRC,1985,9934300
Greece,GRC,1986,9967213
Greece,GRC,1987,10000595
Greece,GRC,1988,10036983
Greece,GRC,1989,10089498
Greece,GRC,1990,10196792
Greece,GRC,1991,10319927
Greece,GRC,1992,10399061
Greece,GRC,1993,10460415
Greece,GRC,1994,10512922
Greece,GRC,1995,10562153
Greece,GRC,1996,10608800
Greece,GRC,1997,10661259
Greece,GRC,1998,10720509
Greece,GRC,1999,10761698
Greece,GRC,2000,10805808
Greece,GRC,2001,10862132
Greece,GRC,2002,10902022
Greece,GRC,2003,10928070
Greece,GRC,2004,10955141
Greece,GRC,2005,10987314
Greece,GRC,2006,11020362
Greece,GRC,2007,11048473
Greece,GRC,2008,11077841
Greece,GRC,2009,11107017
Greece,GRC,2010,11121341
Greece,GRC,2011,11104899
Greece,GRC,2012,11045011
Greece,GRC,2013,10965211
Greece,GRC,2014,10892413
Greece,GRC,2015,10820883
Greece,GRC,2016,10775971
Greece,GRC,2017,10754679
Greece,GRC,2018,10732882
Greece,GRC,2019,10721582
Greece,GRC,2020,10698599
Greece,GRC,2021,10641221
Croatia,HRV,1961,4167292
Croatia,HRV,1962,4196712
Croatia,HRV,1963,4225675
Croatia,HRV,1964,4252876
Croatia,HRV,1965,4280923
Croatia,HRV,1966,4310701
Croatia,HRV,1967,4338683
Croatia,HRV,1968,4365628
Croatia,HRV,1969,4391490
Croatia,HRV,1970,4412252
Croatia,HRV,1971,4431275
Croatia,HRV,1972,4450564
Croatia,HRV,1973,4470161
Croatia,HRV,1974,4490660
Croatia,HRV,1975,4512082
Croatia,HRV,1976,4535934
Croatia,HRV,1977,4559571
Croatia,HRV,1978,4581085
Croatia,HRV,1979,4594778
Croatia,HRV,1980,4599782
Croatia,HRV,1981,4611509
Croatia,HRV,1982,4634234
Croatia,HRV,1983,4658254
Croatia,HRV,1984,4680285
Croatia,HRV,1985,4701417
Croatia,HRV,1986,4721446
Croatia,HRV,1987,4739745
Croatia,HRV,1988,4755207
Croatia,HRV,1989,4767260
Croatia,HRV,1990,4777368
Croatia,HRV,1991,4689022
Croatia,HRV,1992,4575818
Croatia,HRV,1993,4600463
Croatia,HRV,1994,4652024
Croatia,HRV,1995,4620030
Croatia,HRV,1996,4557097
Croatia,HRV,1997,4534920
Croatia,HRV,1998,4532135
Croatia,HRV,1999,4512597
Croatia,HRV,2000,4468302
Croatia,HRV,2001,4299642
Croatia,HRV,2002,4302174
Croatia,HRV,2003,4303399
Croatia,HRV,2004,4304600
Croatia,HRV,2005,4310145
Croatia,HRV,2006,4311159
Croatia,HRV,2007,4310217
Croatia,HRV,2008,4309705
Croatia,HRV,2009,4305181
Croatia,HRV,2010,4295427
Croatia,HRV,2011,4280622
Croatia,HRV,2012,4267558
Croatia,HRV,2013,4255689
Croatia,HRV,2014,4238389
Croatia,HRV,2015,4203604
Croatia,HRV,2016,4174349
Croatia,HRV,2017,4124531
Croatia,HRV,2018,4087843
Croatia,HRV,2019,4065253
Croatia,HRV,2020,4047680
Croatia,HRV,2021,3899000
Hungary,HUN,1961,10029321
Hungary,HUN,1962,10061734
Hungary,HUN,1963,10087947
Hungary,HUN,1964,10119835
Hungary,HUN,1965,10147935
Hungary,HUN,1966,10178653
Hungary,HUN,1967,10216604
Hungary,HUN,1968,10255815
Hungary,HUN,1969,10298723
Hungary,HUN,1970,10337910
Hungary,HUN,1971,10367537
Hungary,HUN,1972,10398489
Hungary,HUN,1973,10432055
Hungary,HUN,1974,10478720
Hungary,HUN,1975,10540525
Hungary,HUN,1976,10598677
Hungary,HUN,1977,10648031
Hungary,HUN,1978,10684822
Hungary,HUN,1979,10704152
Hungary,HUN,1980,10711122
Hungary,HUN,1981,10711848
Hungary,HUN,1982,10705535
Hungary,HUN,1983,10689463
Hungary,HUN,1984,10668095
Hungary,HUN,1985,10648713
Hungary,HUN,1986,10630564
Hungary,HUN,1987,10612741
Hungary,HUN,1988,10596487
Hungary,HUN,1989,10481719
Hungary,HUN,1990,10373988
Hungary,HUN,1991,10373400
Hungary,HUN,1992,10369341
Hungary,HUN,1993,10357523
Hungary,HUN,1994,10343355
Hungary,HUN,1995,10328965
Hungary,HUN,1996,10311238
Hungary,HUN,1997,10290486
Hungary,HUN,1998,10266570
Hungary,HUN,1999,10237530
Hungary,HUN,2000,10210971
Hungary,HUN,2001,10187576
Hungary,HUN,2002,10158608
Hungary,HUN,2003,10129552
Hungary,HUN,2004,10107146
Hungary,HUN,2005,10087065
Hungary,HUN,2006,10071370
Hungary,HUN,2007,10055780
Hungary,HUN,2008,10038188
Hungary,HUN,2009,10022650
Hungary,HUN,2010,10000023
Hungary,HUN,2011,9971727
Hungary,HUN,2012,9920362
Hungary,HUN,2013,9893082
Hungary,HUN,2014,9866468
Hungary,HUN,2015,9843028
Hungary,HUN,2016,9814023
Hungary,HUN,2017,9787966
Hungary,HUN,2018,9775564
Hungary,HUN,2019,9771141
Hungary,HUN,2020,9750149
Hungary,HUN,2021,9709891
Ireland,IRL,1961,2824400
Ireland,IRL,1962,2836050
Ireland,IRL,1963,2852650
Ireland,IRL,1964,2866550
Ireland,IRL,1965,2877300
Ireland,IRL,1966,2888800
Ireland,IRL,1967,2902450
Ireland,IRL,1968,2915550
Ireland,IRL,1969,2932650
Ireland,IRL,1970,2957250
Ireland,IRL,1971,2992050
Ireland,IRL,1972,3036850
Ireland,IRL,1973,3085950
Ireland,IRL,1974,3137500
Ireland,IRL,1975,3189550
Ireland,IRL,1976,3238050
Ireland,IRL,1977,3282200
Ireland,IRL,1978,3329100
Ireland,IRL,1979,3373750
Ireland,IRL,1980,3412800
Ireland,IRL,1981,3453000
Ireland,IRL,1982,3485800
Ireland,IRL,1983,3510600
Ireland,IRL,1984,3532423
Ireland,IRL,1985,3538082
Ireland,IRL,1986,3539690
Ireland,IRL,1987,3540057
Ireland,IRL,1988,3524949
Ireland,IRL,1989,3511009
Ireland,IRL,1990,3513974
Ireland,IRL,1991,3534235
Ireland,IRL,1992,3558430
Ireland,IRL,1993,3576261
Ireland,IRL,1994,3590386
Ireland,IRL,1995,3608841
Ireland,IRL,1996,3637510
Ireland,IRL,1997,3674171
Ireland,IRL,1998,3712696
Ireland,IRL,1999,3754786
Ireland,IRL,2000,3805174
Ireland,IRL,2001,3866243
Ireland,IRL,2002,3931947
Ireland,IRL,2003,3996521
Ireland,IRL,2004,4070262
Ireland,IRL,2005,4159914
Ireland,IRL,2006,4273591
Ireland,IRL,2007,4398942
Ireland,IRL,2008,4489544
Ireland,IRL,2009,4535375
Ireland,IRL,2010,4560155
Ireland,IRL,2011,4580084
Ireland,IRL,2012,4599533
Ireland,IRL,2013,4623816
Ireland,IRL,2014,4657740
Ireland,IRL,2015,4701957
Ireland,IRL,2016,4755335
Ireland,IRL,2017,4807388
Ireland,IRL,2018,4867316
Ireland,IRL,2019,4934340
Ireland,IRL,2020,4985382
Ireland,IRL,2021,5033165
Iceland,ISL,1961,179029
Iceland,ISL,1962,182378
Iceland,ISL,1963,185653
Iceland,ISL,1964,188983
Iceland,ISL,1965,192286
Iceland,ISL,1966,195570
Iceland,ISL,1967,198751
Iceland,ISL,1968,201488
Iceland,ISL,1969,203369
Iceland,ISL,1970,204438
Iceland,ISL,1971,206098
Iceland,ISL,1972,209137
Iceland,ISL,1973,212317
Iceland,ISL,1974,215209
Iceland,ISL,1975,217979
Iceland,ISL,1976,220154
Iceland,ISL,1977,221799
Iceland,ISL,1978,223537
Iceland,ISL,1979,225735
Iceland,ISL,1980,228138
Iceland,ISL,1981,230755
Iceland,ISL,1982,233860
Iceland,ISL,1983,236977
Iceland,ISL,1984,239511
Iceland,ISL,1985,241405
Iceland,ISL,1986,243180
Iceland,ISL,1987,245859
Iceland,ISL,1988,249740
Iceland,ISL,1989,252852
Iceland,ISL,1990,254826
Iceland,ISL,1991,257797
Iceland,ISL,1992,261057
Iceland,ISL,1993,263725
Iceland,ISL,1994,266021
Iceland,ISL,1995,267468
Iceland,ISL,1996,268916
Iceland,ISL,1997,271128
Iceland,ISL,1998,274047
Iceland,ISL,1999,277381
Iceland,ISL,2000,281205
Iceland,ISL,2001,284968
Iceland,ISL,2002,287523
Iceland,ISL,2003,289521
Iceland,ISL,2004,292074
Iceland,ISL,2005,296734
Iceland,ISL,2006,303782
Iceland,ISL,2007,311566
Iceland,ISL,2008,317414
Iceland,ISL,2009,318499
Iceland,ISL,2010,318041
Iceland,ISL,2011,319014
Iceland,ISL,2012,320716
Iceland,ISL,2013,323764
Iceland,ISL,2014,327386
Iceland,ISL,2015,330815
Iceland,ISL,2016,335439
Iceland,ISL,2017,343400
Iceland,ISL,2018,352721
Iceland,ISL,2019,360563
Iceland,ISL,2020,366463
Iceland,ISL,2021,372520
Italy,ITA,1961,50536350
Italy,ITA,1962,50879450
Italy,ITA,1963,51252000
Italy,ITA,1964,51675350
Italy,ITA,1965,52112350
Italy,ITA,1966,52519000
Italy,ITA,1967,52900500
Italy,ITA,1968,53235750
Italy,ITA,1969,53537950
Italy,ITA,1970,53821850
Italy,ITA,1971,54073490
Italy,ITA,1972,54381345
Italy,ITA,1973,54751406
Italy,ITA,1974,55110868
Italy,ITA,1975,55441001
Italy,ITA,1976,55718260
Italy,ITA,1977,55955411
Italy,ITA,1978,56155143
Italy,ITA,1979,56317749
Italy,ITA,1980,56433883
Italy,ITA,1981,56501675
Italy,ITA,1982,56543548
Italy,ITA,1983,56564074
Italy,ITA,1984,56576718
Italy,ITA,1985,56593071
Italy,ITA,1986,56596155
Italy,ITA,1987,56601931
Italy,ITA,1988,56629288
Italy,ITA,1989,56671781
Italy,ITA,1990,56719240
Italy,ITA,1991,56758521
Italy,ITA,1992,56797087
Italy,ITA,1993,56831821
Italy,ITA,1994,56843400
Italy,ITA,1995,56844303
Italy,ITA,1996,56860281
Italy,ITA,1997,56890372
Italy,ITA,1998,56906744
Italy,ITA,1999,56916317
Italy,ITA,2000,56942108
Italy,ITA,2001,56974100
Italy,ITA,2002,57059007
Italy,ITA,2003,57313203
Italy,ITA,2004,57685327
Italy,ITA,2005,57969484
Italy,ITA,2006,58143979
Italy,ITA,2007,58438310
Italy,ITA,2008,58826731
Italy,ITA,2009,59095365
Italy,ITA,2010,59277417
Italy,ITA,2011,59379449
Italy,ITA,2012,59539717
Italy,ITA,2013,60233948
Italy,ITA,2014,60789140
Italy,ITA,2015,60730582
Italy,ITA,2016,60627498
Italy,ITA,2017,60536709
Italy,ITA,2018,60421760
Italy,ITA,2019,59729081
Italy,ITA,2020,59438851
Italy,ITA,2021,59109668
Japan,JPN,1961,94055000
Japan,JPN,1962,94933000
Japan,JPN,1963,95900000
Japan,JPN,1964,96903000
Japan,JPN,1965,97952000
Japan,JPN,1966,98851000
Japan,JPN,1967,99879000
Japan,JPN,1968,101011000
Japan,JPN,1969,102219000
Japan,JPN,1970,103403000
Japan,JPN,1971,105697000
Japan,JPN,1972,107188000
Japan,JPN,1973,108707000
Japan,JPN,1974,110162000
Japan,JPN,1975,111573000
Japan,JPN,1976,112775000
Japan,JPN,1977,113872000
Japan,JPN,1978,114913000
Japan,JPN,1979,115890000
Japan,JPN,1980,116807000
Japan,JPN,1981,117661000
Japan,JPN,1982,118480000
Japan,JPN,1983,119307000
Japan,JPN,1984,120083000
Japan,JPN,1985,120837000
Japan,JPN,1986,121482000
Japan,JPN,1987,122069000
Japan,JPN,1988,122578000
Japan,JPN,1989,123069000
Japan,JPN,1990,123478000
Japan,JPN,1991,123964000
Japan,JPN,1992,124425000
Japan,JPN,1993,124829000
Japan,JPN,1994,125178000
Japan,JPN,1995,125472000
Japan,JPN,1996,125757000
Japan,JPN,1997,126057000
Japan,JPN,1998,126400000
Japan,JPN,1999,126631000
Japan,JPN,2000,126843000
Japan,JPN,2001,127149000
Japan,JPN,2002,127445000
Japan,JPN,2003,127718000
Japan,JPN,2004,127761000
Japan,JPN,2005,127773000
Japan,JPN,2006,127854000
Japan,JPN,2007,128001000
Japan,JPN,2008,128063000
Japan,JPN,2009,128047000
Japan,JPN,2010,128070000
Japan,JPN,2011,127833000
Japan,JPN,2012,127629000
Japan,JPN,2013,127445000
Japan,JPN,2014,127276000
Japan,JPN,2015,127141000
Japan,JPN,2016,127076000
Japan,JPN,2017,126972000
Japan,JPN,2018,126811000
Japan,JPN,2019,126633000
Japan,JPN,2020,126261000
Japan,JPN,2021,125681593
Kazakhstan,KAZ,1961,9639302
Kazakhstan,KAZ,1962,9959414
Kazakhstan,KAZ,1963,10277790
Kazakhstan,KAZ,1964,10590934
Kazakhstan,KAZ,1965,10897644
Kazakhstan,KAZ,1966,11197568
Kazakhstan,KAZ,1967,11491228
Kazakhstan,KAZ,1968,11777849
Kazakhstan,KAZ,1969,12042478
Kazakhstan,KAZ,1970,12265305
Kazakhstan,KAZ,1971,12444338
Kazakhstan,KAZ,1972,12611997
Kazakhstan,KAZ,1973,12789985
Kazakhstan,KAZ,1974,12972497
Kazakhstan,KAZ,1975,13158942
Kazakhstan,KAZ,1976,13346173
Kazakhstan,KAZ,1977,13543521
Kazakhstan,KAZ,1978,13750291
Kazakhstan,KAZ,1979,13957795
Kazakhstan,KAZ,1980,14172710
Kazakhstan,KAZ,1981,14397391
Kazakhstan,KAZ,1982,14634179
Kazakhstan,KAZ,1983,14885966
Kazakhstan,KAZ,1984,15147590
Kazakhstan,KAZ,1985,15413315
Kazakhstan,KAZ,1986,15721289
Kazakhstan,KAZ,1987,16072478
Kazakhstan,KAZ,1988,16430590
Kazakhstan,KAZ,1989,16249500
Kazakhstan,KAZ,1990,16348000
Kazakhstan,KAZ,1991,16451711
Kazakhstan,KAZ,1992,16439095
Kazakhstan,KAZ,1993,16380672
Kazakhstan,KAZ,1994,16145766
Kazakhstan,KAZ,1995,15816243
Kazakhstan,KAZ,1996,15578227
Kazakhstan,KAZ,1997,15334405
Kazakhstan,KAZ,1998,15071640
Kazakhstan,KAZ,1999,14928374
Kazakhstan,KAZ,2000,14883626
Kazakhstan,KAZ,2001,14858335
Kazakhstan,KAZ,2002,14858948
Kazakhstan,KAZ,2003,14909019
Kazakhstan,KAZ,2004,15012984
Kazakhstan,KAZ,2005,15147029
Kazakhstan,KAZ,2006,15308085
Kazakhstan,KAZ,2007,15484192
Kazakhstan,KAZ,2008,15776938
Kazakhstan,KAZ,2009,16092822
Kazakhstan,KAZ,2010,16321872
Kazakhstan,KAZ,2011,16557202
Kazakhstan,KAZ,2012,16792090
Kazakhstan,KAZ,2013,17035551
Kazakhstan,KAZ,2014,17288285
Kazakhstan,KAZ,2015,17542806
Kazakhstan,KAZ,2016,17794055
Kazakhstan,KAZ,2017,18037776
Kazakhstan,KAZ,2018,18276452
Kazakhstan,KAZ,2019,18513673
Kazakhstan,KAZ,2020,18755666
Kazakhstan,KAZ,2021,19000988
"Korea, Rep.",KOR,1961,25765673
"Korea, Rep.",KOR,1962,26513030
"Korea, Rep.",KOR,1963,27261747
"Korea, Rep.",KOR,1964,27984155
"Korea, Rep.",KOR,1965,28704674
"Korea, Rep.",KOR,1966,29435571
"Korea, Rep.",KOR,1967,30130983
"Korea, Rep.",KOR,1968,30838302
"Korea, Rep.",KOR,1969,31544266
"Korea, Rep.",KOR,1970,32240827
"Korea, Rep.",KOR,1971,32882704
"Korea, Rep.",KOR,1972,33505406
"Korea, Rep.",KOR,1973,34103149
"Korea, Rep.",KOR,1974,34692266
"Korea, Rep.",KOR,1975,35280725
"Korea, Rep.",KOR,1976,35848523
"Korea, Rep.",KOR,1977,36411795
"Korea, Rep.",KOR,1978,36969185
"Korea, Rep.",KOR,1979,37534236
"Korea, Rep.",KOR,1980,38123775
"Korea, Rep.",KOR,1981,38723248
"Korea, Rep.",KOR,1982,39326352
"Korea, Rep.",KOR,1983,39910403
"Korea, Rep.",KOR,1984,40405956
"Korea, Rep.",KOR,1985,40805744
"Korea, Rep.",KOR,1986,41213674
"Korea, Rep.",KOR,1987,41621690
"Korea, Rep.",KOR,1988,42031247
"Korea, Rep.",KOR,1989,42449038
"Korea, Rep.",KOR,1990,42869283
"Korea, Rep.",KOR,1991,43295704
"Korea, Rep.",KOR,1992,43747962
"Korea, Rep.",KOR,1993,44194628
"Korea, Rep.",KOR,1994,44641540
"Korea, Rep.",KOR,1995,45092991
"Korea, Rep.",KOR,1996,45524681
"Korea, Rep.",KOR,1997,45953580
"Korea, Rep.",KOR,1998,46286503
"Korea, Rep.",KOR,1999,46616677
"Korea, Rep.",KOR,2000,47008111
"Korea, Rep.",KOR,2001,47370164
"Korea, Rep.",KOR,2002,47644736
"Korea, Rep.",KOR,2003,47892330
"Korea, Rep.",KOR,2004,48082519
"Korea, Rep.",KOR,2005,48184561
"Korea, Rep.",KOR,2006,48438292
"Korea, Rep.",KOR,2007,48683638
"Korea, Rep.",KOR,2008,49054708
"Korea, Rep.",KOR,2009,49307835
"Korea, Rep.",KOR,2010,49554112
"Korea, Rep.",KOR,2011,49936638
"Korea, Rep.",KOR,2012,50199853
"Korea, Rep.",KOR,2013,50428893
"Korea, Rep.",KOR,2014,50746659
"Korea, Rep.",KOR,2015,51014947
"Korea, Rep.",KOR,2016,51217803
"Korea, Rep.",KOR,2017,51361911
"Korea, Rep.",KOR,2018,51585058
"Korea, Rep.",KOR,2019,51764822
"Korea, Rep.",KOR,2020,51836239
"Korea, Rep.",KOR,2021,51744876
Liechtenstein,LIE,1961,16834
Liechtenstein,LIE,1962,17221
Liechtenstein,LIE,1963,17625
Liechtenstein,LIE,1964,18058
Liechtenstein,LIE,1965,18500
Liechtenstein,LIE,1966,18957
Liechtenstein,LIE,1967,19467
Liechtenstein,LIE,1968,20011
Liechtenstein,LIE,1969,20558
Liechtenstein,LIE,1970,21089
Liechtenstein,LIE,1971,21517
Liechtenstein,LIE,1972,21873
Liechtenstein,LIE,1973,22251
Liechtenstein,LIE,1974,22638
Liechtenstein,LIE,1975,23030
Liechtenstein,LIE,1976,23416
Liechtenstein,LIE,1977,23803
Liechtenstein,LIE,1978,24205
Liechtenstein,LIE,1979,24616
Liechtenstein,LIE,1980,25003
Liechtenstein,LIE,1981,25346
Liechtenstein,LIE,1982,25689
Liechtenstein,LIE,1983,26055
Liechtenstein,LIE,1984,26420
Liechtenstein,LIE,1985,26785
Liechtenstein,LIE,1986,27159
Liechtenstein,LIE,1987,27542
Liechtenstein,LIE,1988,27944
Liechtenstein,LIE,1989,28357
Liechtenstein,LIE,1990,28765
Liechtenstein,LIE,1991,29168
Liechtenstein,LIE,1992,29581
Liechtenstein,LIE,1993,30012
Liechtenstein,LIE,1994,30447
Liechtenstein,LIE,1995,30890
Liechtenstein,LIE,1996,31337
Liechtenstein,LIE,1997,31770
Liechtenstein,LIE,1998,32190
Liechtenstein,LIE,1999,32615
Liechtenstein,LIE,2000,33026
Liechtenstein,LIE,2001,33376
Liechtenstein,LIE,2002,33693
Liechtenstein,LIE,2003,34000
Liechtenstein,LIE,2004,34300
Liechtenstein,LIE,2005,34603
Liechtenstein,LIE,2006,34889
Liechtenstein,LIE,2007,35150
Liechtenstein,LIE,2008,35401
Liechtenstein,LIE,2009,35675
Liechtenstein,LIE,2010,35926
Liechtenstein,LIE,2011,36189
Liechtenstein,LIE,2012,36505
Liechtenstein,LIE,2013,36806
Liechtenstein,LIE,2014,37096
Liechtenstein,LIE,2015,37355
Liechtenstein,LIE,2016,37609
Liechtenstein,LIE,2017,37889
Liechtenstein,LIE,2018,38181
Liechtenstein,LIE,2019,38482
Liechtenstein,LIE,2020,38756
Liechtenstein,LIE,2021,39039
Lithuania,LTU,1961,2823550
Lithuania,LTU,1962,2863350
Lithuania,LTU,1963,2898950
Lithuania,LTU,1964,2935200
Lithuania,LTU,1965,2971450
Lithuania,LTU,1966,3008050
Lithuania,LTU,1967,3044400
Lithuania,LTU,1968,3078850
Lithuania,LTU,1969,3107321
Lithuania,LTU,1970,3139689
Lithuania,LTU,1971,3179041
Lithuania,LTU,1972,3213622
Lithuania,LTU,1973,3244438
Lithuania,LTU,1974,3273894
Lithuania,LTU,1975,3301652
Lithuania,LTU,1976,3328664
Lithuania,LTU,1977,3355036
Lithuania,LTU,1978,3379514
Lithuania,LTU,1979,3397842
Lithuania,LTU,1980,3413202
Lithuania,LTU,1981,3432947
Lithuania,LTU,1982,3457179
Lithuania,LTU,1983,3485192
Lithuania,LTU,1984,3514205
Lithuania,LTU,1985,3544543
Lithuania,LTU,1986,3578914
Lithuania,LTU,1987,3616367
Lithuania,LTU,1988,3655049
Lithuania,LTU,1989,3684255
Lithuania,LTU,1990,3697838
Lithuania,LTU,1991,3704134
Lithuania,LTU,1992,3700114
Lithuania,LTU,1993,3682613
Lithuania,LTU,1994,3657144
Lithuania,LTU,1995,3629102
Lithuania,LTU,1996,3601613
